date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-09-04,71.34,0.0,6.34,6.34,71.34,0.0,6.34,6.34,GOOGLE_WN3,20260904_18
2026-09-05,71.87,0.0,6.87,6.87,71.87,0.0,6.87,6.87,GOOGLE_WN3,20260904_18
2026-09-06,72.43,0.0,7.43,7.43,72.43,0.0,7.43,7.43,GOOGLE_WN3,20260904_18
2026-09-07,72.95,0.0,7.95,7.95,72.95,0.0,7.95,7.95,GOOGLE_WN3,20260904_18
2026-09-08,73.13,0.0,8.13,8.13,73.13,0.0,8.13,8.13,GOOGLE_WN3,20260904_18
2026-09-09,73.34,0.0,8.34,8.34,73.34,0.0,8.34,8.34,GOOGLE_WN3,20260904_18
2026-09-10,73.17,0.0,8.17,8.17,73.17,0.0,8.17,8.17,GOOGLE_WN3,20260904_18
2026-09-11,72.45,0.0,7.45,7.45,72.45,0.0,7.45,7.45,GOOGLE_WN3,20260904_18
2026-09-12,72.2,0.0,7.2,7.2,72.2,0.0,7.2,7.2,GOOGLE_WN3,20260904_18
2026-09-13,71.5,0.0,6.5,6.5,71.5,0.0,6.5,6.5,GOOGLE_WN3,20260904_18
2026-09-14,71.17,0.0,6.17,6.17,71.17,0.0,6.17,6.17,GOOGLE_WN3,20260904_18
2026-09-15,70.3,0.0,5.3,5.3,70.3,0.0,5.3,5.3,GOOGLE_WN3,20260904_18
2026-09-16,69.71,0.0,4.71,4.71,69.71,0.0,4.71,4.71,GOOGLE_WN3,20260904_18
2026-09-17,69.47,0.0,4.47,4.47,69.47,0.0,4.47,4.47,GOOGLE_WN3,20260904_18
2026-09-18,69.16,0.0,4.16,4.16,69.16,0.0,4.16,4.16,GOOGLE_WN3,20260904_18
